ID;COUNTRY;YIAR;CAREWORKERS
891;Country B;1992;5.557
892;Country A;1992;10.171
893;Country B;1992;3.613
894;Country A;1992;6.981
895;Country B;1992;5.123
896;Country A;1992;10.005
897;Country B;1992;5.876
898;Country A;1992;13.642
899;Country B;1992;3.546
900;Country A;1992;9.519
901;Country B;1992;4.034
902;Country A;1992;9.876
903;Country B;1992;4.071
904;Country A;1992;9.778
905;Country B;1992;6.116
906;Country A;1992;10.738
907;Country B;1992;6.066
908;Country A;1992;7.103
909;Country B;1992;2.317
910;Country A;1992;9.993
911;Country B;1992;6.182
912;Country A;1992;8.967
913;Country B;1992;7.128
914;Country A;1992;7.966
915;Country B;1992;5.153
916;Country A;1992;7.051
917;Country B;1992;5.318
918;Country A;1992;11.601
919;Country B;1992;5.48
920;Country A;1992;12.201
921;Country B;1992;4.608
922;Country A;1992;12.87
923;Country B;1992;4.962
924;Country A;1992;10.99
925;Country B;1992;5.138
926;Country A;1992;12.897
927;Country B;1992;5.457
928;Country A;-1;6.228
929;Country B;1992;5.809
930;Country A;1992;9.498
931;Country B;1992;5.126
932;Country A;1992;13.65
933;Country B;1992;5.64
934;Country A;1992;7.98
935;Country B;1992;5.901
936;Country A;-1;12.098
937;Country B;1992;3.928
938;Country A;1992;11.596
939;Country B;1992;5.625
940;Country A;1992;6.234
941;Country B;1992;7.474
942;Country A;1992;10.79
943;Country B;1992;4.988
944;Country A;-1;13.72
945;Country B;-1;4.655
946;Country A;1992;9.962
947;Country B;1992;3.87
948;Country A;1992;10.473
949;Country B;1992;5.946
950;Country A;1992;9.674
951;Country B;1992;3.62
952;Country A;1992;6.968
953;Country B;1992;5.108
954;Country A;1992;16.152
955;Country B;1992;6.63
956;Country A;1992;9.631
957;Country B;1992;5.443
958;Country A;1992;9.36
959;Country B;1992;5.28
960;Country A;-1;14.054
961;Country B;1992;3.37
962;Country A;1992;7.989
963;Country B;1992;5.682
964;Country A;1992;8.991
965;Country B;1992;4.248
966;Country A;1992;7.471
967;Country B;1992;3.935
968;Country A;1992;9.694
969;Country B;1992;5.056
970;Country A;1992;9.321
971;Country B;1992;4.646
972;Country A;1992;11.642
973;Country B;1992;4.23
974;Country A;1992;7.605
975;Country B;1992;5.77
976;Country A;1992;9.823
977;Country B;1992;4.172
978;Country A;1992;10.828
979;Country B;1992;6.867
980;Country A;1992;9.508
981;Country B;1992;7.027
982;Country A;1992;10.434
983;Country B;1992;5.617
984;Country A;1992;12.279
985;Country B;1992;4.355
986;Country A;1992;9.921
987;Country B;1992;6.739
988;Country A;1992;4.375
989;Country B;1992;5.441
990;Country A;1992;9.173
991;Country B;1992;5.534
992;Country A;1992;7.58
993;Country B;1992;5.132
994;Country A;1992;9.382
995;Country B;-1;5.495
996;Country A;1992;7.399
997;Country B;1992;4.579
998;Country A;1992;7.471
999;Country B;1992;2.158
1000;Country A;1992;11.354
1001;Country B;1992;5.085
1002;Country A;1992;10.125
1003;Country B;1992;6.181
1004;Country A;1992;9.613
1005;Country B;1992;4.505
1006;Country A;1992;14.462
1007;Country B;1992;5.957
1008;Country A;1992;10.486
1009;Country B;-1;5.295
1010;Country A;1992;10.186
1011;Country B;1992;6.578
1012;Country A;1992;9.738
1013;Country B;1992;5.807
1014;Country A;1992;12.947
1015;Country B;1992;7.288
1016;Country A;1992;9.894
1017;Country B;1992;4.9
1018;Country A;1992;9.754
1019;Country B;1992;5.582
1020;Country A;1992;11.77
1021;Country B;1992;2.881
1022;Country A;1992;9.645
1023;Country B;1992;5.377
1024;Country A;1992;8.787
1025;Country B;1992;3.684
1026;Country A;1992;9.533
1027;Country B;1992;4.709
1028;Country A;1992;9.824
1029;Country B;1992;3.939
1030;Country A;1992;9.936
1031;Country B;1992;5.396
1032;Country A;1992;10.468
1033;Country B;1992;5.038
1034;Country A;1992;6.536
1035;Country B;1992;5.539
1036;Country A;1992;12.528
1037;Country B;1992;5.492
1038;Country A;1992;9.061
1039;Country B;1992;5.555
1040;Country A;1992;12.319
1041;Country B;1992;6.512
1042;Country A;1992;11.261
1043;Country B;1992;6.644
1044;Country A;1992;8.692
1045;Country B;1992;5.407
1046;Country A;1992;9.993
1047;Country B;1992;6.638
1048;Country A;1992;8.84
1049;Country B;-1;3.748
1050;Country A;1992;8.937
1051;Country B;1992;4.536
1052;Country A;1992;10.284
1053;Country B;1992;5.328
1054;Country A;1992;7.736
1055;Country B;1992;7.422
1056;Country A;1992;9.53
1057;Country B;1992;4.804
1058;Country A;1992;8.199
1059;Country B;1992;6.938
1060;Country A;1992;10.97
1061;Country B;1992;3.413
1062;Country A;1992;5.586
1063;Country B;1992;4.343
1064;Country A;1992;4.658
1065;Country B;1992;3.521
1066;Country A;1992;10.505
1067;Country B;1992;4.5
1068;Country A;1992;11.042
1069;Country B;1992;4.307
1070;Country A;1992;8.685
1071;Country B;1992;4.487
1072;Country A;1992;8.697
1073;Country B;-1;5.196
1074;Country A;-1;10.871
1075;Country B;1992;5.904
1076;Country A;1992;8.455
1077;Country B;1992;5.374
1078;Country A;1992;13.915
1079;Country B;1992;3.85
1080;Country A;1992;13.184
1081;Country B;1992;6.312
1082;Country A;-1;11.137
1083;Country B;1992;5.017
1084;Country A;1992;9.649
1085;Country B;1992;4.841
1086;Country A;1992;7.313
1087;Country B;1992;5.221
1088;Country A;1992;10.47
1089;Country B;1992;5.725
1090;Country A;1992;11.359
1091;Country B;1992;6.715
1092;Country A;1992;7.816
1093;Country B;1992;6.415
1094;Country A;1992;12.779
1095;Country B;1992;6.116
1096;Country A;1992;10.342
1097;Country B;-1;5.516
1098;Country A;1992;9.242
1099;Country B;1992;6.011
1100;Country A;1992;11.733
1101;Country B;1992;2.872
1102;Country A;1992;11.89
1103;Country B;1992;6.244
1104;Country A;1992;11.795
1105;Country B;1992;4.59
1106;Country A;1992;7.052
1107;Country B;1992;6.151
1108;Country A;1992;10.827
1109;Country B;1992;5.137
1110;Country A;1992;9.315
1111;Country B;1992;4.394
1112;Country A;1992;11.05
1113;Country B;1992;4.891
1114;Country A;1992;11.129
1115;Country B;1992;2.276
1116;Country A;1992;11.931
1117;Country B;1992;3.675
1118;Country A;1992;12.379
1119;Country B;1992;6.639
1120;Country A;1992;10.814
1121;Country B;1992;3.476
1122;Country A;1992;9.068
1123;Country B;1992;4.723
1124;Country A;1992;13.837
1125;Country B;1992;5.773
1126;Country A;1992;12.149
1127;Country B;1992;5.336
1128;Country A;1992;7.918
1129;Country B;-1;4.398
1130;Country A;1992;9.526
1131;Country B;1992;5.023
1132;Country A;1992;12.974
1133;Country B;1992;5.61
1134;Country A;1992;7.166
1135;Country B;1992;5.978
1136;Country A;1992;12.627
1137;Country B;1992;3.804
1138;Country A;1992;11.085
1139;Country B;1992;6.386
1140;Country A;1992;8.893
1141;Country B;1992;4.39
1142;Country A;1992;6.404
1143;Country B;1992;3.836
1144;Country A;1992;10.641
1145;Country B;1992;6.883
1146;Country A;1992;8.452
1147;Country B;1992;5.016
1148;Country A;1992;11.129
1149;Country B;1992;6.102
1150;Country A;1992;7.033
1151;Country B;1992;6.422
1152;Country A;1992;7.311
1153;Country B;1992;3.445
1154;Country A;1992;8.024
1155;Country B;1992;4.2
1156;Country A;1992;9.637
1157;Country B;1992;5.748
1158;Country A;1992;9.699
1159;Country B;1992;4.713
1160;Country A;1992;10.502
1161;Country B;1992;6.029
1162;Country A;1992;10.638
1163;Country B;1992;4.39
1164;Country A;1992;12.97
1165;Country B;1992;5.377
1166;Country A;1992;10.188
1167;Country B;1992;4.155
1168;Country A;1992;7.26
1169;Country B;1992;4.114
1170;Country A;1992;6.919
1171;Country B;1992;5.41
1172;Country A;1992;8.558
1173;Country B;1992;5.997
1174;Country A;1992;11.177
1175;Country B;1992;6.621
1176;Country A;1992;10.756
1177;Country B;1992;5.05
1178;Country A;1992;8.703
1179;Country B;1992;4.683
1180;Country A;1992;8.287
1181;Country B;1992;-9999999
1182;Country A;1992;8.312
1183;Country B;1992;5.932
1184;Country A;1992;11
1185;Country B;1992;4.118
1186;Country A;1992;-9999999
1187;Country B;1992;6.409
1188;Country A;1992;10.215
1189;Country B;1992;5.266
1190;Country A;1992;8.774
1191;Country B;1992;2.593
1192;Country A;1992;9.223
1193;Country B;1992;5.35
1194;Country A;1992;13.153
1195;Country B;1992;5.208
1196;Country A;1992;12.21
1197;Country B;1992;3.867
1198;Country A;1992;10.169
1199;Country B;1992;6.933
1200;Country A;1992;13.786
1201;Country B;1992;4.44
1202;Country A;1992;13.015
1203;Country B;1992;4.249
1204;Country A;1992;7.934
1205;Country B;1992;5.159
1206;Country A;1992;9.78
1207;Country B;1992;5.754
1208;Country A;1992;8.472
1209;Country B;1992;6.077
1210;Country A;1992;8.921
1211;Country B;1992;5.63
1212;Country A;1992;12.444
1213;Country B;1992;4.564
1214;Country A;1992;9.243
1215;Country B;1992;3.266
1216;Country A;1992;10.498
1217;Country B;1992;4.452
1218;Country A;1992;8.003
1219;Country B;1992;4.345
1220;Country A;1992;8.454
1221;Country B;1992;5.463
1222;Country A;1992;8.918
1223;Country B;1992;3.378
1224;Country A;1992;13.254
1225;Country B;1992;4.233
1226;Country A;1992;8.544
1227;Country B;1992;4.616
1228;Country A;1992;5.739
1229;Country B;1992;5.504
1230;Country A;1992;12.415
1231;Country B;1992;4.367
1232;Country A;1992;11.374
1233;Country B;1992;4.633
1234;Country A;1992;11.929
1235;Country B;1992;3.77
1236;Country A;1992;8.004
1237;Country B;1992;-9999999
1238;Country A;1992;9.923
1239;Country B;1992;4.624
1240;Country A;1992;8.167
1241;Country B;1992;4.251
1242;Country A;1992;6.708
1243;Country B;1992;3.072
1244;Country A;1992;7.669
1245;Country B;1992;4.099
1246;Country A;1992;9.595
1247;Country B;1992;6.138
1248;Country A;1992;7.851
1249;Country B;1992;5.86
1250;Country A;1992;9.878
1251;Country B;1992;7.195
1252;Country A;1992;9.914
1253;Country B;1992;5.135
1254;Country A;1992;10.389
1255;Country B;1992;4.519
1256;Country A;1992;15.141
1257;Country B;1992;5.516
1258;Country A;1992;5.449
1259;Country B;1992;4.536
1260;Country A;1992;10.257
1261;Country B;1992;4.936
1262;Country A;1992;10.55
1263;Country B;1992;5.031
1264;Country A;1992;10.75
1265;Country B;1992;5.835
1266;Country A;1992;10.449
1267;Country B;1992;4.307
1268;Country A;1992;11.544
1269;Country B;1992;5.138
1270;Country A;1992;10.548
1271;Country B;1992;4.084
1272;Country A;1992;7.508
1273;Country B;1992;4.841
1274;Country A;1992;9.59
1275;Country B;1992;5.004
1276;Country A;1992;11.325
1277;Country B;1992;3.12
1278;Country A;1992;13.726
1279;Country B;1992;5.282
1280;Country A;1992;6.061
1281;Country B;1992;5.787
1282;Country A;1992;13.01
1283;Country B;1992;5.155
1284;Country A;1992;10.651
1285;Country B;1992;4.451
1286;Country A;1992;11.823
1287;Country B;1992;7.735
1288;Country A;1992;-9999999
1289;Country B;1992;5.315
1290;Country A;1992;6.527
1291;Country B;1992;4.338
1292;Country A;1992;9.796
1293;Country B;1992;2.252
1294;Country A;1992;10.202
1295;Country B;1992;5.968
1296;Country A;1992;12.187
1297;Country B;1992;4.891
1298;Country A;1992;11.719
1299;Country B;1992;3.617
1300;Country A;1992;11.183
1301;Country B;1992;5.229
1302;Country A;1992;9.162
1303;Country B;1992;3.871
1304;Country A;1992;9.305
1305;Country B;1992;4.287
1306;Country A;1992;9.259
1307;Country B;1992;5.733
1308;Country A;1992;9.079
1309;Country B;1992;4.4
1310;Country A;1992;12.657
1311;Country B;1992;4.542
1312;Country A;1992;9.098
1313;Country B;1992;5.4
1314;Country A;1992;14.865
1315;Country B;1992;6.319
1316;Country A;1992;11.08
1317;Country B;1992;5.038
1318;Country A;1992;9.135
1319;Country B;1992;4.774
1320;Country A;1992;11.077
1321;Country B;1992;5.358
1322;Country A;1992;9.068
1323;Country B;1992;4.647
1324;Country A;1992;8.084
1325;Country B;1992;5.597
1326;Country A;1992;9.469
1327;Country B;1992;3.612
1328;Country A;1992;11.664
1329;Country B;1992;5.546
1330;Country A;1992;10.128
1331;Country B;1992;7.202
1332;Country A;1992;8.786
1333;Country B;1992;5.19
1334;Country A;1992;10.002
1335;Country B;1992;7.15
1336;Country A;1992;6.922
1337;Country B;1992;3.936
1338;Country A;1992;11.872
1339;Country B;1992;5.701
1340;Country A;1992;9.982
1341;Country B;1992;4.574
1342;Country A;1992;7.554
1343;Country B;-1;4.648
1344;Country A;1992;8.663
1345;Country B;1992;5.825
1346;Country A;1992;10.405
1347;Country B;1992;5.89
1348;Country A;1992;10.222
1349;Country B;1992;6.149
1350;Country A;1992;12.387
1351;Country B;1992;4.271
1352;Country A;1992;6.727
1353;Country B;1992;3.338
1354;Country A;1992;11.254
1355;Country B;1992;5.338
1356;Country A;1992;8.377
1357;Country B;1992;5.421
1358;Country A;1992;9.543
1359;Country B;1992;3.737
1360;Country A;1992;7.71
1361;Country B;1992;5.889
1362;Country A;1992;11.329
1363;Country B;1992;5.997
1364;Country A;1992;10.265
1365;Country B;1992;5.804
1366;Country A;1992;10.875
1367;Country B;1992;3.154
1368;Country A;1992;8.496
1369;Country B;1992;2.556
1370;Country A;1992;9.817
1371;Country B;1992;5.084
1372;Country A;1992;10.55
1373;Country B;1992;5.686
1374;Country A;1992;12.108
1375;Country B;1992;3.917
1376;Country A;1992;15.402
1377;Country B;1992;4.842
1378;Country A;1992;7.514
1379;Country B;1992;4.406
1380;Country A;1992;11.177
1381;Country B;1992;3.313
1382;Country A;1992;8.343
1383;Country B;1992;4.859
1384;Country A;1992;13.386
1385;Country B;1992;3.431
1386;Country A;1992;9.169
1387;Country B;1992;7.009
1388;Country A;1992;-9999999
1389;Country B;1992;5.069
1390;Country A;1992;9.101
1391;Country B;1992;4.145
1392;Country A;1992;6.566
1393;Country B;1992;4.459
1394;Country A;1992;9.883
1395;Country B;1992;4.709
1396;Country A;1992;9.766
1397;Country B;1992;3.524
1398;Country A;1992;9.19
1399;Country B;1992;5.563
1400;Country A;1992;10.565
1401;Country B;1992;6.089
1402;Country A;1992;9.623
1403;Country B;1992;2.505
1404;Country A;1992;14.203
1405;Country B;1992;6.765
1406;Country A;1992;12.644
1407;Country B;1992;5.391
1408;Country A;1992;8.956
1409;Country B;1992;4.477
1410;Country A;1992;11.594
1411;Country B;1992;4.151
1412;Country A;1992;5.608
1413;Country B;1992;3.206
1414;Country A;1992;11.594
1415;Country B;1992;4.307
1416;Country A;1992;10.389
1417;Country B;1992;5.86
1418;Country A;1992;12.479
1419;Country B;1992;5.546
1420;Country A;1992;8.098
1421;Country B;1992;3.008
1422;Country A;1992;8.403
1423;Country B;1992;5.168
1424;Country A;1992;10.795
1425;Country B;1992;4.447
1426;Country A;1992;10.362
1427;Country B;1992;4.338
1428;Country A;1992;10.058
1429;Country B;1992;4.035
1430;Country A;1992;8.263
1431;Country B;1992;5.277
1432;Country A;1992;8.278
1433;Country B;1992;5.244
1434;Country A;1992;13.842
1435;Country B;1992;4.972
1436;Country A;-1;8.294
1437;Country B;1992;3.956
1438;Country A;1992;9.74
1439;Country B;-1;4.997
1440;Country A;1992;12.192
1441;Country B;1992;2.656
1442;Country A;1992;9.095
1443;Country B;1992;-9999999
1444;Country A;1992;12.077
1445;Country B;1992;2.812
1446;Country A;1992;11.394
1447;Country B;1992;5.04
1448;Country A;1992;11.915
1449;Country B;1992;5.869
1450;Country A;1992;9.134
1451;Country B;1992;6.247
1452;Country A;1992;5.933
1453;Country B;1992;5.447
1454;Country A;1992;7.545
1455;Country B;1992;5.211
1456;Country A;1992;9.911
1457;Country B;1992;5.155
1458;Country A;1992;12.748
1459;Country B;1992;4.874
1460;Country A;1992;9.882
1461;Country B;1992;5.774
1462;Country A;1992;11.956
1463;Country B;1992;4.554
1464;Country A;1992;10.723
1465;Country B;1992;6.297
1466;Country A;1992;9.527
1467;Country B;1992;4.673
1468;Country A;1992;12.236
1469;Country B;1992;4.479
1470;Country A;1992;9.495
1471;Country B;1992;5.104
1472;Country A;1992;8.566
1473;Country B;1992;3.727
1474;Country A;1992;10.891
1475;Country B;1992;5.148
1476;Country A;1992;10.567
1477;Country B;1992;5.378
1478;Country A;1992;12.837
1479;Country B;1992;4.925
1480;Country A;1992;8.975
1481;Country B;1992;3.377
1482;Country A;1992;9.655
1483;Country B;1992;5.037
1484;Country A;1992;11.903
1485;Country B;1992;6.957
1486;Country A;1992;9.869
1487;Country B;1992;6.016
1488;Country A;1992;9.042
1489;Country B;1992;5.133
1490;Country A;1992;8.161
1491;Country B;1992;4.827
1492;Country A;1992;11.181
1493;Country B;1992;5.891
1494;Country A;1992;10.813
1495;Country B;1992;5.393
1496;Country A;1992;12.204
1497;Country B;1992;3.881
1498;Country A;-1;8.643
1499;Country B;1992;4.932
1500;Country A;1992;9.896
1501;Country B;1992;6.023
1502;Country A;1992;12.282
1503;Country B;1992;5.719
1504;Country A;1992;10.253
1505;Country B;1992;5.37
1506;Country A;1992;10.415
1507;Country B;1992;4.618
1508;Country A;1992;7.414
1509;Country B;1992;5.664
1510;Country A;1992;11.975
1511;Country B;1992;3.036
1512;Country A;1992;13.282
1513;Country B;1992;3.868
1514;Country A;1992;9.313
1515;Country B;1992;6.514
1516;Country A;1992;12.099
1517;Country B;1992;5.606
1518;Country A;1992;11.969
1519;Country B;1992;4.632
1520;Country A;1992;14.65
1521;Country B;1992;3.933
1522;Country A;1992;5.721
1523;Country B;1992;4.397
1524;Country A;1992;8.882
1525;Country B;1992;5.615
1526;Country A;1992;9.606
1527;Country B;1992;5.704
1528;Country A;1992;11.081
1529;Country B;1992;6.775
1530;Country A;1992;11.751
1531;Country B;1992;6.331
1532;Country A;1992;9.728
1533;Country B;1992;3.19
1534;Country A;1992;9.925
1535;Country B;1992;3.437
1536;Country A;1992;13.713
1537;Country B;1992;4.568
1538;Country A;1992;9.532
1539;Country B;1992;5.785
1540;Country A;1992;11.923
1541;Country B;1992;4.3
1542;Country A;1992;5.156
1543;Country B;1992;5.754
1544;Country A;1992;9.79
1545;Country B;1992;2.816
1546;Country A;1992;10.798
1547;Country B;1992;5.067
1548;Country A;1992;8.122
1549;Country B;1992;3.514
1550;Country A;1992;10
1551;Country B;1992;6.42
1552;Country A;1992;7.736
1553;Country B;1992;4.684
1554;Country A;1992;7.096
1555;Country B;1992;4.213
1556;Country A;1992;12.131
1557;Country B;1992;4.675
1558;Country A;1992;10.421
1559;Country B;1992;6.167
1560;Country A;1992;6.901
1561;Country B;1992;5.296
1562;Country A;-1;10.033
1563;Country B;1992;4.58
1564;Country A;1992;8.622
1565;Country B;1992;5.717
1566;Country A;1992;8.62
1567;Country B;1992;4.528
1568;Country A;1992;10.021
1569;Country B;1992;6.728
1570;Country A;1992;9.169
1571;Country B;1992;6.608
1572;Country A;1992;11.149
1573;Country B;1992;4.067
1574;Country A;1992;11.539
1575;Country B;1992;5.587
1576;Country A;1992;9.731
1577;Country B;1992;5.623
1578;Country A;1992;11.427
1579;Country B;1992;4.32
1580;Country A;1992;11.929
1581;Country B;1992;5.598
1582;Country A;1992;11.384
1583;Country B;1992;5.32
1584;Country A;1992;10.844
1585;Country B;1992;3.615
1586;Country A;1992;8.71
1587;Country B;1992;5.135
1588;Country A;1992;14.834
1589;Country B;1992;5.429
1590;Country A;1992;8.394
1591;Country B;1992;4.092
1592;Country A;1992;7.392
1593;Country B;1992;4.564
1594;Country A;1992;9.683
1595;Country B;1992;5.063
1596;Country A;1992;6.434
